PERMITTED_VALUE	LONG_NAME	DEFINITION
8380/2	Endometrial Intraepithelial Neoplasia	A premalignant neoplastic process that affects the endometrial epithelium and glands. It is characterized by architectural glandular alterations and cytological abnormalities in the epithelial cells. The lesion exceeds 1 mm in maximum linear dimension.
8380/3	Endometrioid Adenocarcinoma	An adenocarcinoma characterized by the presence of malignant glandular epithelial cells resembling endometrial cells. It can arise from the uterine body, ovary, fallopian tube, cervix, vagina, and uterine ligament.
8381/1	Borderline Ovarian Endometrioid Adenofibroma	An epithelial neoplasm that arises from the ovary characterized by the presence of glandular or cystic spaces which contain atypical glandular epithelial cells resembling endometrial cells. The surrounding ovarian stroma is fibrotic. There is no evidence of stromal invasion.
8381/3	Ovarian Endometrioid Adenocarcinofibroma	A malignant neoplasm of the ovary characterized by the presence of malignant glandular cells resembling endometrial cells in a fibrotic stroma.
8382/3	Endometrial Endometrioid Adenocarcinoma, Secretory Variant	An endometrioid adenocarcinoma arising from the endometrium. Morphologically it is characterized by the presence of malignant glandular cells containing glycogen vacuoles which are usually subnuclear and reminiscent of early secretory endometrium.
8383/3	Endometrial Endometrioid Adenocarcinoma, Ciliated Variant	An endometrioid adenocarcinoma arising from the endometrium, in which ciliated cells line the majority of the malignant glands.
8384/3	Endocervical Adenocarcinoma, Usual-Type	A cervical adenocarcinoma in which 0-50% of malignant cells contain intracytoplasmic mucin. It is the most common subtype of cervical adenocarcinoma and represents 75% of all invasive cervical adenocarcinomas. The neoplastic epithelium shows a pseudostratified architecture and the malignant cells have enlarged, elongated, and hyperchromatic nuclei. Historically, usual-type cervical adenocarcinomas were termed 'endocervical-type'.
8390/0	Skin Appendage Adenoma	A benign epithelial neoplasm arising from the sebaceous or sweat glands. Representative examples include sebaceous adenoma, tubular apocrine adenoma, and hidradenoma.
8390/3	Adnexal Adenocarcinoma, Not Otherwise Specified	An adnexal carcinoma with ductal/glandular differentiation lacking specific histological features that would allow further classification. (WHO 2018)
8391/0	Fibrofolliculoma	A rare, pilar-associated mesenchyme neoplasm with follicular differentiation. It usually occurs in the face, neck, and chest. It presents as a dome-shaped papular lesion. It is composed of epithelial and mesenchymal cells. Patients with Birt-Hogg-Dube syndrome may develop follicular fibromas.
8392/0	Syringofibroadenoma	A rare, benign eccrine neoplasm usually arising on acral areas as a solitary papular or nodular lesion. Multiple lesions are referred as syringofibroadenomatosis. It is characterized by the presence of epithelial cuboidal cells forming anastomosing cords in a fibrovascular stroma.
8400/0	Sweat Gland Adenoma	A benign epithelial neoplasm arising from the sweat glands. Representative examples include tubular apocrine adenoma, syringofibroadenoma, and hidradenoma.
8400/1	Sweat Gland Neoplasm	A benign or malignant neoplasm arising from the sweat glands.
8400/3	Sweat Gland Carcinoma	A carcinoma arising from the sweat glands. Representative examples include tubular carcinoma, spiradenocarcinoma, eccrine carcinoma, hidradenocarcinoma, and apocrine carcinoma.
8401/0	Apocrine Adenoma	A benign epithelial neoplasm arising from the apocrine sweat glands. Representative examples include tubular apocrine adenoma and external auditory canal ceruminous adenoma.
8401/3	Apocrine Gland Carcinoma	A carcinoma with apocrine differentiation arising from the sweat glands. It presents as single or multiple nodular lesions which may be ulcerated or hemorrhagic and is usually in the axilla and less often in the anogenital region. It grows in the dermis and infiltrates subcutaneous tissues. It is characterized by the presence of large cells with abundant eosinophilic cytoplasm and large often vesicular nuclei. Most cases are slow growing tumors and have a prolonged course.
8402/0	Hidradenoma	A benign epithelial neoplasm arising from the sweat glands. Variants include the clear cell and nodular hidradenoma.
8402/3	Hidradenocarcinoma	A carcinoma with apocrine and less often eccrine differentiation, arising from the sweat glands. It usually presents as a solitary slow growing nodule in the dermis or subcutaneous tissues. It is characterized by a nodular growth pattern and it is often associated with necrotic changes.
8403/0	Spiradenoma	A benign epithelial neoplasm with eccrine or apocrine differentiation, arising from the sweat glands. It usually presents as a solitary, well circumscribed, firm nodule in the face and upper trunk. It is characterized by the presence of basaloid cells forming nodules in the dermis. Cases of carcinoma arising from long standing spiradenomas have been reported.
8403/3	Spiradenocarcinoma	A very rare, aggressive carcinoma of the sweat glands arising from malignant transformation of a long standing spiradenoma. It usually grows in the upper extremities, lower extremities, trunk, and head and neck. It has the tendency to recur and metastasize most often to the lymph nodes, bones, and lungs.
8404/0	Hidrocystoma	A benign cystic proliferation of the sweat glands with apocrine or eccrine differentiation. It usually presents as a dome-shaped, cystic papular or nodular lesion usually in the face and neck. It is a unilocular or mutlilocular lesion lined by an inner and an outer layer of epithelium. Complete excision is usually curative.
8405/0	Hidradenoma Papilliferum	A benign neoplasm arising from the sweat glands. It presents as a slow growing cystic nodular lesion most often in the skin of the vulva and the perianal region. It is characterized by the presence of cystic and large papillary structures. The papillary structures contain connective tissue and are covered by two layers of epithelium. Complete excision is curative.
8406/0	Syringocystadenoma Papilliferum	A benign adnexal neoplasm occurring during childhood or adolescence. It usually presents as a papular lesion or a plaque on the head and neck. It may arise in an organoid nevus such as sebaceous. It is characterized by an endophytic invagination of the epithelium into the dermis. There are dermal cystic spaces present, containing villous projections. Complete excision is curative.
8406/3	Papillary Eccrine Carcinoma	A carcinoma of the eccrine glands. It consists of dilated ducts with papillary projections.
8407/0	Syringoma	A benign sweat gland neoplasm usually affecting the lower eyelids and upper cheeks. The lesions are papular and are usually numerous. Morphologically, there are nests, cords, and tubules of epithelial cells present, surrounded by a dense stroma in the reticular dermis.
8407/3	Microcystic Adnexal Carcinoma	A low grade adenocarcinoma with ductal differentiation, arising from the sweat glands. It presents as a scar usually in the face. It is characterized by the formation of small ducts and it frequently involves nerves and perineural spaces.
8408/3	Digital Papillary Adenocarcinoma	An adenocarcinoma arising from the sweat glands. Most cases present as nodular lesions on the digits, usually in the hands. It is characterized by the presence of epithelial cells in the dermis forming nodules. Cystic structures containing papillary projections are also present. It may recur and metastasize, most commonly to the lungs.
8409/0	Poroma	A benign, well circumscribed sweat gland neoplasm with eccrine or apocrine differentiation. It usually presents as a solitary, dome-shaped papule, nodule, or plaque on acral sites. It is characterized by a proliferation of uniform basaloid cells in the dermis and it is associated with the presence of focal ductal and cystic structures. Complete excision is curative.
8409/2	Porocarcinoma In Situ	A rare intraepidermal neoplasia that arises from the acrosyringial portion of the eccrine duct.
8409/3	Eccrine Porocarcinoma	A carcinoma with eccrine differentiation arising from the sweat glands. It may arise de novo or as a malignant transformation of a pre-existing poroma. It usually grows in the legs, buttocks, feet, and trunk and usually presents as an ulcerative plaque. It is characterized by the presence of intraepidermal and dermal nests of malignant epithelial cells. It may recur after excision and metastasize to the lymph nodes and less frequently to distal anatomic sites.
8410/0	Sebaceoma	A benign sebaceous neoplasm arising in the deep dermis.
8410/3	Sebaceous Carcinoma	An adenocarcinoma with sebaceous differentiation. It presents as a painless mass and it may be multifocal. It grows in the ocular adnexae and in the skin of head and neck, trunk, genitals, and extremities. It is characterized by the presence of malignant cells with multivesicular and clear cytoplasm. It may recur and metastasize.
8413/3	Eccrine Carcinoma	An adenocarcinoma with eccrine differentiation arising from the sweat glands. It includes the following subtypes: ductal eccrine adenocarcinoma, papillary eccrine carcinoma, and eccrine porocarcinoma.
8420/0	Ceruminous Adenoma	A benign epithelial neoplasm derived from ceruminous glands in the external auditory canal. It presents as a grey mass covered by skin. It is characterized by a proliferation of glands composed of cells with abundant eosinophilic and granular cytoplasm.
8420/3	Ceruminous Adenocarcinoma	An infiltrating adenocarcinoma derived from ceruminous glands in the external auditory canal.
8440/0	Cystadenoma	A benign or borderline cystic epithelial neoplasm arising from the glandular epithelium.  The epithelial cells line the cystic spaces which contain serous or mucinous fluid.  Representative examples include ovarian and pancreatic cystadenomas.
8440/3	Cystadenocarcinoma	A malignant cystic epithelial neoplasm arising from the glandular epithelium.  The malignant epithelial cells invade the stroma.  The cystic spaces contain serous or mucinous fluid.  Representative examples include ovarian and pancreatic cystadenocarcinomas.
8441/0	Serous Cystadenoma	A serous neoplasm in which the cysts and papillae are lined by a single layer of cells without atypia, architectural complexity or invasion.
8441/2	Serous Endometrial Intraepithelial Carcinoma	A precursor of endometrial serous adenocarcinoma characterized by the replacement of the normal endometrial cells by malignant glandular cells that resemble the malignant cells of invasive serous adenocarcinoma. The endometrial neoplastic process is non-invasive. It may coexist with invasive endometrial adenocarcinoma or can be associated with metastases outside the uterus, in the absence of invasive endometrial carcinoma.
8441/3	Serous Adenocarcinoma	Definition not available.
8442/1	Borderline Ovarian Serous Tumor	A low grade serous epithelial neoplasm arising from the ovary.  It is characterized by an atypical proliferation of serous-type epithelial cells without evidence of stromal invasion.  It is often asymptomatic but rarely it may present with abdominal pain or abdominal enlargement due to rupture or torsion.
8443/0	Clear Cell Papillary Cystadenoma	A benign cystic glandular epithelial neoplasm characterized by the presence of neoplastic clear or hobnail cells which form papillary structures. There is no evidence of stromal invasion.
8450/0	Papillary Cystadenoma	A serous or mucinous benign or low malignant potential cystic epithelial neoplasm. It is characterized by the presence of glandular epithelial cells forming papillary structures.
8450/3	Papillary Cystadenocarcinoma	A malignant cystic serous or mucinous epithelial neoplasm characterized by the presence of malignant glandular epithelial cells forming papillary structures. Stromal invasion is present.
8451/1	Borderline Papillary Cystadenoma	A serous or mucinous cystic glandular epithelial neoplasm of low malignant potential. It is characterized by the presence of atypical or malignant glandular epithelial cells forming papillary structures with an absence of stromal invasion.
8452/1	Solid Pseudopapillary Neoplasm of the Ovary	An exceedingly rare solid pseudopapillary tumor that occurs in ectopic pancreatic tissue in the ovary.
8452/3	Solid Pseudopapillary Neoplasm of the Pancreas	A low-grade malignant neoplasm that arises from the exocrine pancreas. It is characterized by the presence of uniform cells that form solid and pseudopapillary patterns, cystic changes, and hemorrhage. Perineural invasion, vascular invasion, and invasion into surrounding tissues may be present. It usually presents as an encapsulated, solitary, and lobulated pancreatic mass. It is usually found incidentally during physical examination or it may present with abdominal discomfort and pain. It occurs predominantly in young women. Complete removal of the tumor is curative in the majority of cases.
8453/0	Pancreatic Intraductal Papillary Mucinous Neoplasm, Oncocytic-Type	A pancreatic intraductal papillary mucinous neoplasm characterized by the presence of neoplastic epithelial cells with abundant eosinophilic granular cytoplasm.
8453/2	Pancreatic Intraductal Papillary-Mucinous Neoplasm with High Grade Dysplasia	A non-invasive pancreatic intraductal papillary mucinous neoplasm characterized by the presence of neoplastic epithelial cells that exhibit loss of polarity, nuclear stratification, hyperchromasia, and pleomorphism.  There is severe architectural atypia and frequent mitotic figures present.
8453/3	Pancreatic Intraductal Papillary-Mucinous Neoplasm with an Associated Invasive Carcinoma	A pancreatic intraductal papillary mucinous neoplasm characterized by the presence of a focal or multifocal invasive carcinomatous component.  The invasive carcinoma is either colloid or ductal adenocarcinoma.
8454/0	Cystic Tumor of the Atrioventricular Node	A multicystic tumor arising in the inferior interatrial septum in the region of the atrioventricular node. The vast majority of patients present with complete heart block and a minority with partial heart block. Sudden death is reported in approximately 10% of the cases. It is a morphologically benign tumor composed of cuboidal, transitional, or squamoid cells. The cells may also show sebaceous differentiation and originate from the endoderm.
8460/2	Micropapillary Serous Carcinoma	An adenocarcinoma characterized by the presence of complex micropapillary structures covered by round and cuboidal cells with a high nuclear to cytoplasmic ratio.
8460/3	SEROUS TUMOR OF LOW MALIGNANT POTENTIAL	A non-invasive serous neoplasm that arises from the ovary and shows micropapillary and/or cribriform architectural patterns.  It is composed of round epithelial cells with scant cytoplasm and moderate nuclear atypia.
8461/0	Serous Surface Papilloma	A non-invasive papillary serous epithelial neoplasm usually arising from the ovary.
8461/3	Ovarian High Grade Serous Adenocarcinoma	A rapidly growing serous adenocarcinoma that arises from the ovary. It is characterized by the presence of high grade cytologic features and frequent mitotic figures.
8470/2	Pancreatic Mucinous-Cystic Neoplasm, High Grade	A non-invasive mucinous cystic neoplasm that arises from the pancreas and is characterized by the presence of severe dysplasia.  The neoplastic columnar mucin-producing epithelial cells form papillae with irregular branching and budding.  There is nuclear stratification, prominent nucleoli, and cellular pleomorphism.  Mitotic activity is present and the mitoses may be atypical.
8470/3	Mucinous Cystadenocarcinoma	An invasive adenocarcinoma characterized by cystic changes and the presence of malignant glandular cells which contain intracytoplasmic mucin. It may arise from the ovary, pancreas, appendix, and lung.
8472/1	Lung Mucinous Adenocarcinoma	A morphologic variant of lung adenocarcinoma characterized by the presence of mucin pools containing islands of well differentiated adenocarcinoma cells.
8474/0	Ovarian Seromucinous Cystadenoma	A non-metastasizing cystic mixed epithelial neoplasm that arises from the ovary. It is characterized by the presence of more than one epithelial cell type, most often serous and endocervical-type mucinous.
8474/1	Borderline Tumors With Microinvasion Mixed Epithelial	A low grade ovarian epithelial tumor composed of an admixture of two or more of the five major cell types: serous, mucinous, endometrioid, clear cell, and Brenner/transitional.  The second or second and third cell types must comprise alone or together at least 10% of the tumor epithelium. The majority of patients present with stage I tumor and a minority present with bilateral disease. Morphologically, it shows papillae with detached cell clusters.  Microinvasion may be seen rarely. (WHO 2003)
8474/3	Ovarian Seromucinous Carcinoma	A malignant mixed epithelial neoplasm that arises from the ovary and is composed predominantly of serous and endocervical-type mucinous epithelium.
8480/1	Low Grade Appendix Mucinous Neoplasm	A well differentiated mucinous neoplasm that arises from the appendix.  It is characterized by slow growth and it is associated with the development of pseudomyxoma peritonei.
8480/3	Mucinous Adenocarcinoma	An invasive adenocarcinoma composed of malignant glandular cells which contain intracytoplasmic mucin. Often, the infiltrating glandular structures are associated with mucoid stromal formation. It may arise from the large and small intestine, appendix, stomach, lung, ovary, breast, corpus uteri, cervix, vagina, and salivary gland.
8480/6	Pseudomyxoma Peritonei	A well differentiated mucinous adenocarcinoma of the peritoneum.  The vast majority of cases represent tumor spread from a primary well differentiated mucinous adenocarcinoma of the appendix.  Cases of pseudomyxoma peritonei associated with mucinous adenocarcinomas of the gallbladder, stomach, colon, rectum, pancreas, lung, breast, and fallopian tubes have also been reported.  In the past, the ovary has been considered as a common primary site associated with pseudomyxoma peritonei.  However, there is recent evidence based on immunohistochemistry and molecular genetic analysis suggesting that most cases of pseudomyxoma peritonei probably represent metastasis from an appendiceal and not ovarian primary. --2005
8481/3	Mucin-Producing Adenocarcinoma	An invasive adenocarcinoma composed of malignant glandular cells which produce mucin.
8482/3	Human Papillomavirus-Independent Cervical Adenocarcinoma, Gastric-Type	Cervical adenocarcinoma characterized by the presence of gastric differentiation. It is not associated with human papillomavirus infection.
8490/3	Signet Ring Cell Carcinoma	A usually aggressive, poorly differentiated invasive adenocarcinoma characterized by the presence of malignant glandular cells in which the nucleus is pressed to one side by the presence of intracytoplasmic mucus. It may arise from the stomach, small and large intestine, ampulla of Vater, appendix, gallbladder, pancreas, lung, bladder, breast, and prostate gland.
8490/6	Metastatic Signet Ring Cell Carcinoma	A signet ring cell carcinoma that has spread from its original site of growth to another anatomic site.
8500/2	DCIS - Ductal Carcinoma in Situ (High Risk)	A breast carcinoma entirely confined to the mammary ducts. It is also known as DCIS. There is no evidence of invasion of the basement membrane. Currently, it is classified into three categories: High-grade DCIS, intermediate-grade DCIS and low-grade DCIS. In this classification the DCIS grade is defined by a combination of nuclear grade, architectural growth pattern and presence of necrosis. The size of the lesion as well as the grade and the clearance margins play a major role in dictating the most appropriate therapy for DCIS.
8501/2	Breast Ductal Carcinoma In Situ, Comedo Type	Breast ductal carcinoma in situ characterized by the presence of sheets of tumor cells with evidence of central necrosis and associated karyorrhectic/nuclear debris.
8501/3	Comedocarcinoma	A high grade carcinoma characterized by the presence of comedo-type of tumor cell necrosis in which the necrotic areas are surrounded by a solid proliferation of malignant pleomorphic cells.
8503/0	Intraductal Papilloma	A small, often impalpable benign papilloma arising in a lactiferous duct and frequently causing bleeding from the nipple. (Stedman, 25th ed)
8503/2	Intraductal Papillary Breast Carcinoma	A non-invasive breast adenocarcinoma located in a distended duct. It is characterized by the presence of papillary structures with fibrovascular stalks. In the absence of ductal carcinoma in situ or invasive carcinoma in adjacent tissues, the prognosis is usually favorable.
8503/3	Breast Papillary Ductal Carcinoma In Situ with Invasion	A breast adenocarcinoma characterized by the presence of intraductal and invasive papillary carcinomatous components.
8504/0	Breast Intraductal Papilloma	A benign papillary neoplasm that arises anywhere in the ductal system of the breast. It is characterized by the presence of fibrovascular structures lined by benign epithelial and myoepithelial proliferations.  Intraductal breast papillomas are classified as central, when they arise in large ducts, or peripheral, when they arise in the terminal ductal lobular units.
8504/2	Encapsulated Variant Thyroid Gland Papillary Carcinoma	A typical papillary thyroid gland carcinoma that is totally surrounded by a fibrous capsule, which may be intact or only focally infiltrated by tumor growth. It accounts for about 10% of all cases of papillary thyroid gland carcinoma and has an excellent prognosis. Regional nodal metastases may be present, but bloodborne metastases are rare. The survival rate is nearly 100%. (WHO 2017)
8505/0	Intraductal Papillomatosis	A neoplastic process characterized by the presence of multiple intraductal papillomas.
8506/0	Nipple Adenoma	A benign epithelial neoplasm arising from the nipple. Signs and symptoms include serous or sanguineous nipple discharge and nipple erosion. It is characterized by the presence of aggregates of small tubules replacing the nipple stroma. The tubules are lined by epithelial and myoepithelial cells.
8507/2	Intraductal Micropapillary Breast Carcinoma	An intraductal papillary carcinoma in which the neoplastic epithelial cells are arranged in micropapillary patterns.
8507/3	Invasive Micropapillary Breast Carcinoma	An invasive breast carcinoma characterized by the presence of clusters of malignant cells located within artifactual clear stromal spaces that resemble vascular spaces.
8510/3	Medullary Carcinoma, Not Otherwise Specified	A term referring to medullary carcinomas which can develop in various anatomic sites such as the thyroid gland, breast, colon, rectum, and small intestine.
8512/3	Medullary Breast Carcinoma	An infiltrating breast carcinoma distinguished by its allegedly good prognosis. Medullary breast carcinoma is uncommon, accounting for fewer than 1% of all infiltrating breast carcinomas. Grossly, this is a well circumscribed tumor, with soft cut surface
8513/3	Breast Atypical Medullary Carcinoma	An invasive ductal breast carcinoma characterized by the presence of a predominantly syncytial architectural pattern. It may have some, but not all the strictly defined additional morphologic criteria which are necessary for the diagnosis of medullary breast carcinoma (presence of a diffuse lymphoplasmacytic infiltrate, neoplastic round cells with abundant cytoplasm and vesicular nuclei, complete histological circumscription, and absence of glandular or tubular structures). It does not have the relatively favorable outcome that characterizes medullary breast carcinoma.
8514/3	Scirrhous	An infiltrating ductal breast carcinoma associated with stromal fibrosis.
8519/2	Pleomorphic Lobular Breast Carcinoma In Situ	A recently described aggressive subtype of classic lobular breast carcinoma in situ. It is characterized by the presence of neoplastic large cells with irregular nuclei and prominent single or multiple nucleoli.
8520/2	Lobular Carcinoma In Situ	A non-invasive adenocarcinoma of the breast characterized by a proliferation of monomorphic cells completely filling the lumina.  The overall lobular architecture is preserved.  It is frequently multifocal (90% in some series) and bilateral.  It seldom becomes invasive; however there is an increased risk of infiltrating ductal adenocarcinoma.
8520/3	Lobular Breast Carcinoma	An adenocarcinoma of the breast arising from the lobules.  This is a relatively uncommon carcinoma, represents approximately 10% of the breast adenocarcinomas and is often bilateral or multifocal.
8522/2	Ductal Breast Carcinoma In Situ and Lobular Carcinoma In Situ	The co-existence of ductal and lobular carcinoma in situ in the breast, without evidence of stromal invasion.
8524/3	Breast Ductal Carcinoma In Situ and Invasive Lobular Carcinoma	A breast carcinoma characterized by the presence of a ductal carcinoma in situ component and an invasive lobular carcinomatous component.
8525/3	Salivary Gland Polymorphous Low Grade Adenocarcinoma	A low grade malignant epithelial neoplasm arising from the salivary gland. It usually arises from the oral cavity, with approximately 60% of the cases involving the palate. The most common presenting sign is a painless mass in the palate. It is characterized by the presence of uniform, small to medium size malignant epithelial cells and an infiltrating pattern. There is a variety of morphologic patterns which may be present within an individual tumor, including lobular, papillary, papillary-cystic, cribriform, and trabecular pattern. It usually has a favorable clinical outcome and a low metastatic potential.
8530/3	Inflammatory Breast Carcinoma	A type of breast cancer in which the breast looks red and swollen and feels warm. The skin of the breast may also show the pitted appearance called peau d'orange (like the skin of an orange). The redness and warmth occur because the cancer cells block the lymph vessels in the skin.
8540/3	Ductal carcinoma in situ involving nipple skin (Paget disease)	A malignant neoplasm in which there is infiltration of the skin overlying the breast by neoplastic large cells with abundant pale cytoplasm and large nuclei with prominent nucleoli (Paget cells). It is almost always associated with an intraductal or invasive ductal carcinoma of the breast. The clinical features include focal skin reddening, and eczema. Retraction of the nipple may sometimes occur.
8541/3	Paget Disease of the Breast with Invasive Ductal Carcinoma	Paget's disease involving the skin overlying the mammary gland, accompanied by invasive ductal breast carcinoma.
8542/3	Extramammary Paget Disease	A malignant neoplasm in which there is infiltration of the skin by neoplastic large cells with abundant pale cytoplasm and large nuclei with prominent nucleoli (Paget cells). It may affect the anus, penis, scrotum, and vulva.
8543/3	Breast Paget Disease and Intraductal Carcinoma	Paget disease of the breast associated with the presence of a usually high grade ductal carcinoma in situ in the lactiferous glands.
8550/0	Acinar Cell Adenoma	A benign glandular epithelial neoplasm consisting of secretory cells forming acinar patterns.
8550/1	Acinar Cell Neoplasm	A benign or malignant glandular epithelial neoplasm consisting of secretory cells forming acinar patterns. It includes the acinar cell adenoma and acinar cell carcinoma.
8550/3	Acinar Cell Carcinoma	A malignant tumor arising from secreting cells of a racemose gland, particularly the salivary glands. Racemose (Latin racemosus, full of clusters) refers, as does acinar (Latin acinus, grape), to small saclike dilatations in various glands. Acinar cell carcinomas are usually well differentiated and account for about 13% of the cancers arising in the parotid gland. Lymph node metastasis occurs in about 16% of cases. Local recurrences and distant metastases many years after treatment are common. This tumor appears in all age groups and is most common in women. (Stedman, 25th ed; Holland et al., Cancer Medicine, 3d ed, p1240; from DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p575)
8551/3	Pancreatic Acinar Cell Cystadenocarcinoma	A cystic adenocarcinoma characterized by the presence of relatively uniform neoplastic cells which produce pancreatic enzymes and are arranged in acinar patterns. Signs and symptoms include abdominal pain, weight loss, nausea, and diarrhea. It usually has an aggressive clinical course.
8552/3	Mixed Acinar-Ductal Carcinoma of the Pancreas	A carcinoma that arises from the pancreas showing either extensive mucin accumulation and acinar neoplastic cells or a mixture of columnar or signet-ring cells and acinar neoplastic cells.
8560/0	Bronchial Mixed Squamous Cell and Glandular Papilloma	An exceedingly rare benign endobronchial neoplasm characterized by the presence of fibrovascular cores which are lined by both squamous and glandular epithelium. Patients present with obstructive symptoms. Complete resection is curative.
8560/3	Adenosquamous Carcinoma	A carcinoma composed of malignant glandular cells and malignant squamous cells.
8561/0	Warthin Tumor	An adenoma characterized by an oncocytic, often papillary, epithelial component, dense lymphoid stroma, and cystic spaces. It occurs primarily in the parotid gland, and is the second most common benign parotid salivary gland tumor. A strong association with smoking has been reported. About 10% develop simultaneous or metachronous contralateral tumors.  It typically presents as a painless swelling in the lower portion of the parotid gland.
8562/3	Epithelial-Myoepithelial Carcinoma	A malignant neoplasm which occurs mostly in the major salivary glands (most frequently in the parotid gland), but also in the minor salivary glands of the oral mucosa and the tracheobronchial tree. It is characterized by the presence of ductal structures which are lined by an inner layer of cuboidal epithelial-type cells and an outer layer of myoepithelial cells with clear or eosinophilic cytoplasm.
8563/0	Salivary Gland Sebaceous Lymphadenoma	A rare benign epithelial tumor composed of irregular, proliferating nests and islands of epithelium, including solid and gland-like sebaceous elements, surrounded by lymphoid stroma. Most occur in the parotid gland. Symptoms include a progressively enlarging, painless mass.  Sebaceous lymphadenocarcinoma is the malignant counterpart. -- 2003
8570/3	Adenocarcinoma with Squamous Metaplasia	An invasive adenocarcinoma characterized by the presence of focal or extensive transformation of malignant glandular cells to squamous epithelial cells.
8571/3	Adenocarcinoma with Cartilaginous and Osseous Metaplasia	An invasive adenocarcinoma characterized by focal or extensive cartilage and/or bone formation.
8572/3	Adenocarcinoma with Spindle Cell Metaplasia	An invasive adenocarcinoma characterized by focal or extensive transformation of the malignant glandular cells to spindle-shaped cells.
8573/3	Adenocarcinoma with Apocrine Metaplasia	An invasive adenocarcinoma characterized by focal or extensive transformation of the malignant glandular cells to cells with abundant, usually granular eosinophilic cytoplasm.
8574/3	Adenocarcinoma with Neuroendocrine Differentiation	An invasive adenocarcinoma characterized by the presence of focal or extensive neuroendocrine differentiation.
8575/3	Metaplastic Carcinoma	A general term used to describe carcinomas arising from epithelial cells that have been transformed into another cells type (metaplastic epithelial cells). A representative example is the adenocarcinoma arising in Barrett esophagus. This term is also used to describe carcinomas in which the malignant epithelial cells show differentiation towards another cell type. A representative example of the latter is the metaplastic breast carcinoma in which the malignant glandular cells show squamous, spindle cell, or chondroid/osseous differentiation.
8576/3	Hepatoid Adenocarcinoma	An adenocarcinoma with morphologic characteristics similar to hepatocellular carcinoma, arising from an anatomic site other than the liver.
8580/0	Microscopic Thymoma	A rare type of thymoma, composed of multifocal epithelial proliferations less than 1 mm in diameter.  This type of thymoma usually occurs in myasthenia gravis patients without any macroscopic (gross) evidence of tumor.
8580/1	Micronodular Thymoma with Lymphoid Stroma	A rare type of thymoma characterized by the presence of multiple, well formed epithelial nodules separated by a lymphocytic stroma that usually contains germinal centers.  Reported cases have not been associated with recurrences or metastases.
8580/3	thymoma	A neoplasm originating from thymic tissue, usually benign, and frequently encapsulated. Although it is occasionally invasive, metastases are extremely rare. It consists of any type of thymic epithelial cell as well as lymphocytes that are usually abundant and probably not neoplastic. Malignant lymphomas that involve the thymus, e.g., lymphosarcoma, Hodgkin's disease (previously termed granulomatous thymoma), should not be regarded as thymoma. (Stedman, 25th ed)
8581/3	Malignant Type A Thymoma	A type A thymoma which is characterized by an aggressive clinical course (capsular invasion, infiltration of the surrounding tissues) and can metastasize.
8582/3	Malignant Type AB Thymoma	A type AB thymoma which is characterized by an aggressive clinical course (capsular invasion, infiltration of the surrounding tissues) and can metastasize.
8583/3	Malignant Type B1 Thymoma	A type B1 thymoma which is characterized by an aggressive clinical course (capsular invasion, infiltration of the surrounding tissues) and can metastasize.
8584/3	Malignant Type B2 Thymoma	A type B2 thymoma which is characterized by an aggressive clinical course (capsular invasion, infiltration of the surrounding tissues) and can metastasize.
8585/3	Thymoma Type B3	Also known as well-differentiated thymic carcinoma, atypical thymoma, or epithelial thymoma, this type of thymoma displays morphologic characteristics of a well-differentiated carcinoma.  The majority of cases occur in the anterior mediastinum as Masaoka stage II or stage III tumors.  It is almost always invasive, it recurs frequently, and metastasizes in approximately 20% of the cases.
8586/3	Thymic Carcinoma	A diverse group of carcinomas of the thymus gland, previously known as thymoma type C (WHO-1999).  It includes morphologic variants derived from purely epithelial cells, as well as from cells with neuroendocrine differentiation.
8587/0	Ectopic Hamartomatous Thymoma	A benign, well circumscribed tumor of the neck occurring in adults.  It is characterized by the presence of spindle cells, epithelial islands, and adipose tissue.
8588/3	Thyroid Gland Spindle Epithelial Tumor with Thymus-Like Elements	A rare, slow growing malignant tumor of the thyroid gland arising from intrathyroidal thymic tissue. It is characterized by a lobulated architectural pattern and the presence of a biphasic cellular population composed of spindle epithelial cells and glandular cells.  A small number of cases are composed exclusively of spindle epithelial cells or glandular cells.
8589/3	Intrathyroid Thymic Carcinoma	A rare primary carcinoma of the thyroid gland, composed of groups of carcinoma cells with thymic epithelial differentiation.
8590/0	Benign Ovarian Sex Cord-Stromal Tumor	A sex cord-stromal tumor arising from the ovary, without metastatic potential.
8590/1	Sex Cord-Stromal Tumor	A neoplasm arising in the ovary or testis. It is composed of granulosa cells, Leydig cells, Sertoli cells, and fibroblasts. Each of these cell types may constitute the only cellular component that is present in the neoplasm or it may be mixed with other cell types in various combinations. The prognosis can not always be predicted on histologic grounds alone. Approximately, 10% of these tumors may metastasize. Representative examples include granulosa cell tumor, Leydig cell tumor, Sertoli cell tumor, and tumors of the thecoma-fibroma group.
8591/1	Testicular Sex Cord-Stromal Tumor, Not Otherwise Specified	A sex cord-stromal tumor of the testis in which the neoplastic cells do not show specific differentiation.
8592/1	Testicular Mixed Sex Cord-Stromal Tumor	A sex cord-stromal tumor of the testis which may contain any combination of cell types, for example Sertoli cells, Leydig cells, and granulosa cells. Symptoms include testicular swelling and gynecomastia.
